960,67
1920,58
2880,67
3840,46
4800,67
5760,67
6720,67
7680,65
8640,67
9600,65
10560,43
11520,50
12480,43
13440,50
14400,67
15360,67
16320,50
17280,67
18240,50
19200,67
20160,59
21120,67
22080,50
23520,43
24480,43
25440,58
26400,67
27360,65
28320,67
29280,58
30240,43
31200,50
32160,43
33120,65
34080,43
35040,67
36000,67
36960,67
37920,50
38880,67
39840,59
41280,43
42240,53
43680,43
44640,59
45600,67
46560,67
48000,43
48480,43
49920,62
50400,43
51840,43
52800,50
54240,43
55200,50
56160,67
57120,43
58080,65
59040,67
60000,65
60960,43
61920,58
62880,67
63840,65
64800,43
65760,65
66720,67
67680,46
68640,67
69120,46
70080,53
71040,46
72000,50
72960,46
73920,65
74400,46
75360,65
75840,46
76800,46
77280,46
78240,50
78720,46
79680,50
80160,46
81120,65
81600,46
82560,67
83040,46
84000,46
84960,46
85920,50
86400,46
87360,53
87840,46
88800,53
89760,46
90720,50
91680,46
92640,46
93120,46
94080,46
94560,46
95520,46
96000,58
96480,46
96960,65
97440,46
98400,55
-9120,64
-115680,46
-114240,55
-223200,64
-221760,50
-328320,46
-435840,64
-434880,60
-434400,46
-540960,46
-539520,50
-648480,64
-647040,62
-646080,67
-645120,69
-644160,67
-642720,62
-641760,67
-640320,62
-639360,67
-638400,69
-637440,59
-636480,69
-635520,67
-634080,67
-633120,67
-631680,50
-631200,43
-629760,43
-629280,43
-627840,59
-627360,43
-625920,50
-625440,43
-624960,65
-623520,50
-623040,45
-622560,59
-621600,43
-621120,62
-620640,45
-620160,53
-619680,45
-619200,43
-618240,43
-617760,59
-616800,43
-616320,50
-615360,43
-614880,40
-614400,65
-613920,40
-613440,65
-612960,40
-612480,50
-612000,40
-611040,43
-610560,53
-609600,43
-609120,50
-608160,43
-607680,43
-606720,43
-606240,43
-605280,43
-604800,50
-603840,43
-603360,43
-602400,43
-601920,67
-600960,53
-600480,40
-600000,65
-594720,50
-594240,65
-588960,50
-588480,60
-588000,40
-583680,69
-582720,65
-582719,0
-581759,57
-581758,0
-580798,60
-580797,0
-579837,69
-575517,69
-570237,50
-569757,50
-569277,40
-568797,57
-563517,50
-563037,57
-562557,40
-561597,67
-561117,40
